Batch 1: wakey, broad, finished, presbyterian, mere, lighted, blades, pressed
Batch 1870: hybrid, mania, berg, reid, sophomore, aided, clyde, karin
Batch 1871: ripped, hazy, travelling, raw, riders, toxicity, dodges, barrie
Batch 1872: slim, northumberland, marks, classed, transfers, einstein, micropolitan, treasures
Batch 1873: reliance, spiciness, rhythm, pledge, renew, yells, hopes, lausanne
Batch 1874: silently, devils, burn, mina, sensors, dicaprio, liable, always
Batch 1875: sap, tack, inscribed, cavendish, disposition, foyer, mitchell, prepares
Batch 1876: dissolve, formidable, troop, monday, goods, drops, bodyguards, pedestal
Batch 1877: marathon, represented, dade, convex, drumming, abortion, barbary, destroys
Batch 1878: alberta, such, circuit, cards, artificial, concerts, immediately, foot
Batch 1879: pins, anchor, plains, oversaw, graveyard, adverbs, meridian, commits
Batch 1880: narrates, sorts, identifies, wind, blasphemy, argent, filmmaking, charm
Batch 1881: sauna, guaranteed, gdp, traitor, associated, trainers, temperatures, spencer
Batch 1882: maintained, chemical, constitute, sacrificed, ancestor, closest, pressures, guild
Batch 1883: disabilities, augsburg, isometric, software, longing, journals, discreetly, emerald
Batch 1884: rotterdam, octree, momentum, operating, copeland, ministers, sofia, vietnam
Batch 1885: valleys, barcelona, influx, pictures, rolls, loud, turbulence, cooker
Batch 1886: thoughts, carmen, lindsay, superficial, stem, changes, funded, depots
Batch 1887: mcconaughey, overcame, sprang, indication, surrendering, glowed, emplaced, additionally
Batch 1888: adults, multiplexing, vines, albion, conjunction, expel, dreamt, evelyn
Batch 1889: dictatorship, amendment, centre, emblem, unturned, bother, measuring, volcano
Batch 1890: competent, henson, indiana, amended, inquiry, encode, railroads, hardest
Batch 1891: teapot, sportsman, knock, firing, abbott, explosions, versatile, beige
Batch 1892: cultivars, leopold, peculiarly, overseas, things, emotional, few, granite
Batch 1893: polymer, burials, piny, lowering, prescription, consents, blasted, baker
Batch 1894: creole, knife, exhibitions, even, slots, installations, casino, heard
Batch 1895: shrink, whereas, chooses, regain, tenderly, viaduct, poland, buying
Batch 1896: strings, when, incoming, reality, national, coupling, solo, retreat
Batch 1897: coordinated, handy, alternates, dogs, rats, rave, admirable, andhra
Batch 1898: anywhere, jets, scars, russ, ole, disappointing, unchanged, reviewers
Batch 1899: tenement, hart, territories, protocol, preacher, produced, taken, hines
Batch 1900: brewing, connector, cherry, schism, sustainable, assurance, enjoyed, arisen
Batch 1901: danielle, electronically, accommodate, und, easily, attempting, woven, unravel
Batch 1902: tailed, skillful, burial, spike, office, test, subjective, stage
Batch 1903: syndicated, philanthropist, netflix, sensible, serpent, headphones, les, chaired
Batch 1904: severe, caps, nausea, geoffrey, afro, brethren, cinema, charleston
Batch 1905: hill, differently, cathedral, chaotic, trickle, consequently, georg, topsy
Batch 1906: impacts, reserves, ellington, indigenous, spontaneously, paints, alternately, catching
Batch 1907: vehicular, jack, colonel, margarine, humboldt, yahoo, strange, fabulous
Batch 1908: lexington, domestic, propagated, majestic, aura, studio, debating, melon
Batch 1909: table, adjacent, fun, sands, faiths, color, feral, marriage
Batch 1910: depending, came, fiber, malls, chance, fantasy, thumbnails, muir
Batch 1911: restructuring, we’ll, sight, reginald, declaration, online, deemed, geologists
Batch 1912: centurion, downside, pliny, township, commitments, urban, elevator, stew
Batch 1913: estrogen, off, erie, anonymously, cinematic, replied, subway, article
Batch 1914: irritating, poisoning, atoll, disappoint, indo, jefferson, conducted, portage
Batch 1915: bumping, vampire, sugars, kids, tin, marvelous, bleached, preventing
Batch 1916: exchequer, feminine, deficiency, offensive, cello, murderers, receptor, supremacy
Batch 1917: oxides, mud, revolutionary, filipino, lioness, inducted, chew, mainstay
Batch 1918: distances, adding, retire, burying, humane, galloway, fermi, feuds
Batch 1919: prosperous, accounted, they’ll, hence, pierre, yarn, dishonest, improper
Batch 1920: zoning, consuming, worth, marches, foster, tying, penetration, borne
Batch 1921: categorized, ferret, perceptual, perfection, bison, homicide, retorted, interrupted
Batch 1922: tolerant, bare, headfirst, residence, annoying, fatally, denies, minister
Batch 1923: libyan, powerfully, finalists, racket, ethnicity, checker, taxpayer, bombardment
Batch 1924: sitting, nowhere, historically, fur, raids, adair, suddenly, liquid
Batch 1925: stalking, sporadically, colby, awakens, apathetic, refugees, vendors, liverpool
Batch 1926: cooks, diary, junior, london, grandee, ghats, attendant, months
Batch 1927: chatham, compose, gains, precisely, mainz, immigration, miss, peptide
Batch 1928: paramedics, unorthodox, coca, enforcement, responsible, bobbing, cadillac, reconnaissance
Batch 1929: horizon, you’re, butt, cabot, lacrosse, hepburn, infringement, donors
Batch 1930: waco, simplifying, swahili, barren, martyrdom, indigo, compacted, electrically
Batch 1931: backpack, coaches, exhibition, holding, pandora, winfrey, damaging, piercings
Batch 1932: myriad, locusts, jonas, butch, headaches, necklaces, stocking, digit
Batch 1933: deep, unto, drainage, familiar, interference, issue, disappearance, tender
Batch 1934: bulletin, prompted, compound, shawnee, curtains, nitrate, mary, ominous
Batch 1935: bella, lodging, selenium, diaspora, cheering, men, weaving, cadets
Batch 1936: disciplines, roman, rashid, portugal, conclude, you’d, between, uranium
Batch 1937: dahlia, arrive, fake, commemorate, retreating, todd, alexandre, kalamazoo
Batch 1938: meters, dreamed, outputs, piles, heron, event, hated, relate
Batch 1939: wheelbase, organizing, confronted, utopian, terracotta, francis, mockery, unusual
Batch 1940: bordeaux, parted, wicked, noticing, removal, garibaldi, eta, study
Batch 1941: syncopated, reclaimed, busiest, quitting, shawty, stimuli, challenged, fragrant
Batch 1942: guilt, hairy, jackie, lawyers, definite, advisor, prototypes, walks
Batch 1943: fraud, charges, signals, circulated, signal, timidly, downstairs, intervene
Batch 1944: unsuccessfully, lambda, squadron, compared, intravenous, fluctuation, elegant, position
Batch 1945: upholstery, till, zeus, vaulted, duane, flavored, ranges, cappuccino
Batch 1946: marquess, reworked, casually, sons, filing, finch, hut, nation
Batch 1947: oops, feller, wonder, paranormal, monkeys, premature, youtube, belongings
Batch 1948: triggers, trot, tiffany, expenditure, scandals, dot, crimson, elimination
Batch 1949: struggled, recitals, cooperation, galleries, finances, pops, moor, relatives
Batch 1950: strode, whole, wavelength, pad, rufous, parked, jimi, buchanan
Batch 1951: creaks, parallel, coating, requested, cumulative, lab, specifically, weir
Batch 1952: wig, pasha, purse, provision, sanity, fireworks, modernization, saturdays
Batch 1953: compton, polling, how, scanner, pigments, glacier, emeritus, chants
Batch 1954: business, nod, give, pig, herons, swooping, furnished, kicked
Batch 1955: historians, courageous, lungs, vested, promoter, adolf, lively, hardly
Batch 1956: forwarding, crows, croquettes, westerly, painted, jiang, deeply, horizontal
Batch 1957: ceilings, moves, armored, gussie, polish, management, sicily, client
Batch 1958: projected, containing, has, sixteen, synchronize, buster, secretion, compatibility
Batch 1959: gallantry, lumberjack, cruises, shorts, concordia, accomplice, prays, align
Batch 1960: haute, lake, testified, harriet, twain, cellular, anatomical, monasteries
Batch 1961: religion, palmer, rolling, proposed, fortnight, sound, bout, appropriate
Batch 1962: billowing, dominated, representation, belgian, autonomously, wanted, quotations, cons
Batch 1963: norm, sash, barrington, coax, leapt, despise, kyle, fleming
Batch 1964: brass, spun, nicknames, clipped, necklace, seniors, classmates, northampton
Batch 1965: aesthetic, boils, snapper, radford, chester, summer, eternity, lectured
Batch 1966: bald, articles, oaks, partly, specialist, grappling, moorish, sunsets
Batch 1967: segregate, conversion, prospective, its, hoisted, performances, monastery, manifesto
Batch 1968: compares, openly, license, bedrock, psychiatric, warwickshire, cared, varying
Batch 1969: myanmar, burnham, dolly, shelton, evan, rotated, direction, multiplayer
Batch 1970: booth, repulsed, guitarists, unjust, foxes, registers, hunters, extinguished
Batch 1971: settlement, insignia, passionate, driest, collaborate, uproar, behavior, shot
Batch 1972: mpeg, nevada, condemned, dangers, cue, processor, easiest, crops
Batch 1973: irene, laurens, plaza, passionately, habits, travellers, alton, apocalyptic
Batch 1974: observed, suitcases, coverage, conclusion, platinum, downing, dimensional, amateur
Batch 1975: caldera, bicyclist, flourishing, jean, talk, outlook, cool, multiedit
Batch 1976: birmingham, mcdonnell, suspicion, issuing, hose, peaked, arkansas, refurbished
Batch 1977: sputtered, hewitt, influenced, virtual, kahn, separately, utter, appleton
Batch 1978: problematic, mascots, various, midwifes, carpet, chipotle, skyscrapers, calf
Batch 1979: independently, log, scarcer, shudder, glaze, relates, sweeter, provocative
Batch 1980: fictitious, gnome, codec, memoirs, ashton, propaganda, kidd, watershed
Batch 1981: valencia, consciousness, moly, paolo, russo, hasty, therapy, brandon
Batch 1982: saskatoon, titles, lucius, menacing, tandem, overstrained, rubbish, can’t
Batch 1983: linguists, unexplained, der, camouflage, lithuania, ridge, seeks, salute
Batch 1984: scatter, ace, felt, toning, tumour, violinist, controllers, unwilling
Batch 1985: engagement, punt, alternatively, surface, socio, eels, oneida, notified
Batch 1986: seizures, importance, scottish, songwriter, gown, burghs, speculative, embarrassing
Batch 1987: savouring, star, anglo, liking, sending, backed, fashions, reside
Batch 1988: jesse, acres, quarterly, cohen, bright, cousin, hyper, weekly
Batch 1989: blow, scream, oversize, louder, lends, idea, swallowed, recount
Batch 1990: spirited, sikh, bedford, earth, leroy, willamette, facade, grave
Batch 1991: boss, rebecca, witnessed, persistence, dozen, fidgeted, destroyers, photo
Batch 1992: amen, sioux, delirium, derelict, paramount, commenced, ether, linkage
Batch 1993: colliery, obstruction, topping, kangaroos, relationships, namer, flemish, scroll
Batch 1994: seclusion, fundamentally, restarted, allston, provided, wholesome, kissed, austen
Batch 1995: weiss, augmented, deficits, pennies, artifacts, excitement, portraits, overlook
Batch 1996: videos, decree, unpaid, networking, wolfgang, consumers, cheese, spokane
Batch 1997: paraffin, backbench, shear, wickham, decreases, nylon, thinking, entirety
Batch 1998: morphological, inconsistent, lister, aching, cheney, bruise, hayden, egotism
Batch 1999: conflicts, kay, planetarium, jam, soared, trek, bells, falls
Batch 2000: smiley, overcoming, debian, acknowledged, trap, reformers, affiliates, composing
